Date,Time,CO,PT08_S1,NMHC,C6H6,PT08_S2,NOx,PT08_S3,NO2,PT08_S4,PT08_S5,T,RH,AH
2005-02-27,4:00:00,-200,980,-200,4.6,744,174,840,119,979,970,2.8,70.9,0.5383
2005-02-27,5:00:00,1,901,-200,2.7,631,108,988,87,915,751,3.7,65.9,0.5295
2005-02-27,6:00:00,0.9,914,-200,3.1,655,107,949,77,949,742,1.6,74.3,0.5168
2005-02-27,7:00:00,1.1,940,-200,3.2,665,188,900,112,955,879,1.4,76.3,0.5261
2005-02-27,8:00:00,1.1,935,-200,3.6,689,225,894,118,949,871,2.5,69.5,0.5172
2005-02-27,9:00:00,1.2,970,-200,3.7,691,208,891,124,956,890,3.7,64.8,0.5208
2005-02-27,10:00:00,1.7,1064,-200,6.4,830,270,739,144,1053,1059,7.8,49.9,0.5307
2005-02-27,11:00:00,1.6,1023,-200,5.2,776,202,817,128,972,808,11.2,37.1,0.4936
2005-02-27,12:00:00,1.4,955,-200,3.9,706,168,888,120,884,616,12.6,30.6,0.446
2005-02-27,13:00:00,1.8,943,-200,4.1,714,191,898,131,868,609,10.3,32.9,0.4131
2005-02-27,14:00:00,1.1,895,-200,2.5,622,149,1012,115,804,471,10,35.5,0.4346
2005-02-27,15:00:00,0.9,890,-200,2.2,601,101,1053,82,803,391,8.8,40,0.4538
2005-02-27,16:00:00,1.1,904,-200,2.3,608,134,1033,100,807,398,8.3,40.3,0.4431
2005-02-27,17:00:00,1.1,888,-200,2.4,611,150,1035,111,791,419,7.9,38.9,0.4141
2005-02-27,18:00:00,1.2,905,-200,2.9,648,188,1007,132,822,509,6.8,41,0.4072
2005-02-27,19:00:00,1.6,974,-200,4.9,757,254,886,155,884,723,6,42,0.3962
2005-02-27,20:00:00,2.6,1048,-200,6.8,847,324,801,181,955,888,5.5,43.5,0.3963
2005-02-27,21:00:00,1.5,895,-200,3.1,660,238,975,155,826,596,4.6,46.8,0.4001
2005-02-27,22:00:00,1,875,-200,2.1,594,128,1079,105,793,451,4.5,48,0.4085
2005-02-27,23:00:00,1.3,943,-200,3.9,703,169,950,119,870,581,4.3,48.6,0.4069
2005-02-28,0:00:00,1.6,947,-200,3.8,697,215,913,150,878,698,4,50,0.4115
2005-02-28,1:00:00,1,865,-200,1.8,566,111,1119,94,797,423,4,52.9,0.4338
2005-02-28,2:00:00,0.6,823,-200,1,503,60,1268,56,755,332,4,51,0.42
2005-02-28,3:00:00,0.4,798,-200,0.6,452,-200,1435,-200,699,280,3.9,48.1,0.393
2005-02-28,4:00:00,0.3,781,-200,0.4,425,29,1609,28,667,261,3.8,48,0.3879
2005-02-28,5:00:00,0.3,781,-200,0.3,409,25,1664,25,669,252,3.6,50.3,0.4022
2005-02-28,6:00:00,0.3,779,-200,0.2,402,34,1665,31,684,257,2.8,52.6,0.3972
2005-02-28,7:00:00,0.4,817,-200,0.7,462,89,1378,66,732,308,2.5,52.7,0.3908
2005-02-28,8:00:00,1,893,-200,2.6,629,212,1015,111,837,456,2.7,50.5,0.3804
2005-02-28,9:00:00,1.2,883,-200,3.1,659,216,943,122,842,527,2.7,49.4,0.3714
2005-02-28,10:00:00,1,839,-200,2.3,608,191,1040,115,780,475,3.3,45.2,0.354
2005-02-28,11:00:00,0.9,809,-200,2,587,200,1084,123,744,434,3.1,43.3,0.3354
2005-02-28,12:00:00,0.8,805,-200,2,584,164,1137,119,726,385,3.7,38.8,0.3123
2005-02-28,13:00:00,1.1,840,-200,3.1,661,185,1016,125,757,435,4,36.8,0.3016
2005-02-28,14:00:00,1,812,-200,2.9,646,156,1045,110,731,421,3.7,35,0.2823
2005-02-28,15:00:00,0.8,782,-200,2.1,594,155,1134,111,673,371,3.4,32.4,0.2563
2005-02-28,16:00:00,0.9,799,-200,2.5,617,158,1099,114,699,382,3.3,33.1,0.2592
2005-02-28,17:00:00,0.9,812,-200,2.8,640,166,1093,114,716,408,2.6,35.1,0.2618
2005-02-28,18:00:00,2,922,-200,6.7,842,268,849,140,858,676,2.1,36.6,0.2634
2005-02-28,19:00:00,2.4,938,-200,8.1,903,309,790,141,885,798,1.6,37.9,0.2645
2005-02-28,20:00:00,2.5,939,-200,7.4,872,297,814,142,870,793,1.4,38,0.2615
2005-02-28,21:00:00,1.6,827,-200,3.6,687,225,1015,123,727,573,1,36.6,0.2456
2005-02-28,22:00:00,0.9,776,-200,1.9,580,122,1183,90,655,402,1.1,35.4,0.2382
2005-02-28,23:00:00,0.7,755,-200,1.4,538,100,1285,79,621,343,1,34.3,0.2292
2005-03-01,0:00:00,0.6,766,-200,1.2,515,86,1327,69,642,322,1,37.4,0.2487
2005-03-01,1:00:00,0.6,762,-200,0.9,487,71,1364,60,640,307,0.7,41.2,0.2693
2005-03-01,2:00:00,0.4,736,-200,0.6,453,39,1498,37,602,268,0.2,40.6,0.2566
2005-03-01,3:00:00,0.2,715,-200,0.2,387,-200,1791,-200,559,227,0.1,40,0.2499
2005-03-01,4:00:00,0.2,716,-200,0.2,390,29,1804,27,551,221,-0.1,37.5,0.2326
2005-03-01,5:00:00,0.2,731,-200,0.3,408,32,1727,30,561,225,-0.3,38.4,0.2347
2005-03-01,6:00:00,0.2,735,-200,0.3,407,37,1677,33,579,232,-0.6,40.1,0.2404
2005-03-01,7:00:00,0.5,779,-200,1,500,134,1361,84,652,313,-0.6,41.4,0.2478
2005-03-01,8:00:00,1.5,915,-200,5.2,774,358,911,147,839,629,-0.2,40.2,0.2478
2005-03-01,9:00:00,1.9,905,-200,6.1,818,354,853,143,840,790,0.6,36.8,0.2388
2005-03-01,10:00:00,1.4,835,-200,3.6,688,284,988,122,720,630,2.8,30.3,0.2294
2005-03-01,11:00:00,0.9,798,-200,2.3,609,213,1122,109,660,472,3.1,29.1,0.224
2005-03-01,12:00:00,0.7,783,-200,1.9,580,174,1181,95,647,378,3.3,29.2,0.2288
2005-03-01,13:00:00,0.8,807,-200,2.6,623,157,1097,94,684,384,3.1,31,0.2386
2005-03-01,14:00:00,1,827,-200,3.1,660,178,1030,102,709,426,3.2,30.8,0.2399
2005-03-01,15:00:00,0.9,822,-200,2.7,632,187,1074,107,701,442,3.3,31.5,0.2464
2005-03-01,16:00:00,1,830,-200,3,655,198,1045,113,710,467,4.1,28.6,0.2363
2005-03-01,17:00:00,0.9,833,-200,3,653,186,1073,110,708,448,3.9,29.2,0.2378
2005-03-01,18:00:00,1.4,882,-200,5,766,203,922,116,815,582,1.9,35,0.2494
2005-03-01,19:00:00,2.1,967,-200,7.5,880,313,815,148,887,892,1.8,35.4,0.2497
2005-03-01,20:00:00,2.8,1009,-200,9.5,958,342,751,156,935,1006,1.4,36.5,0.2503
2005-03-01,21:00:00,2.2,911,-200,5.3,777,310,913,159,796,852,0.8,36.3,0.2388
2005-03-01,22:00:00,1,808,-200,2.4,613,165,1137,116,672,543,0.6,34.1,0.221
2005-03-01,23:00:00,1.1,812,-200,2.5,621,152,1143,110,669,529,0.3,31.9,0.2031
2005-03-02,0:00:00,0.9,790,-200,2.2,597,141,1184,102,637,465,0.2,30.2,0.191
2005-03-02,1:00:00,0.8,765,-200,1.5,544,122,1253,93,601,405,0,29.7,0.1847
2005-03-02,2:00:00,0.6,761,-200,1.3,525,79,1307,67,605,332,-0.1,31.9,0.1975
2005-03-02,3:00:00,0.5,788,-200,0.9,486,-200,1294,-200,650,420,-1.1,41.4,0.2379
2005-03-02,4:00:00,-200,790,-200,0.7,471,81,1302,75,669,532,-1.4,44.9,0.2536
2005-03-02,5:00:00,0.4,804,-200,0.9,489,77,1262,73,698,630,-1.3,46.3,0.2635
2005-03-02,6:00:00,0.5,831,-200,1.4,537,124,1158,96,722,768,-1.2,47.2,0.27
2005-03-02,7:00:00,0.7,881,-200,3.5,680,159,1023,110,813,866,-1.3,47.5,0.2702
2005-03-02,8:00:00,2.4,1099,-200,11,1013,396,690,150,1056,1254,-1.9,51.4,0.2801
2005-03-02,9:00:00,2.8,1100,-200,12.4,1065,479,669,169,1072,1347,-0.5,45.9,0.2763
2005-03-02,10:00:00,2,1042,-200,8.3,910,438,774,181,922,1216,4.6,32.5,0.2783
2005-03-02,11:00:00,2.2,1026,-200,8.9,935,466,747,187,942,1151,7.5,24.3,0.2528
2005-03-02,12:00:00,1.4,905,-200,5.7,796,288,900,146,767,699,9.6,18.8,0.2246
2005-03-02,13:00:00,1.2,891,-200,5.5,790,205,927,131,764,584,9.3,18.4,0.2157
2005-03-02,14:00:00,1.9,968,-200,9,938,311,790,161,897,836,9.7,18.6,0.2244
2005-03-02,15:00:00,1.3,909,-200,6.3,826,246,898,143,802,626,10.1,16.7,0.2062
2005-03-02,16:00:00,2,938,-200,9.1,945,356,804,176,855,878,11.8,13.5,0.1862
2005-03-02,17:00:00,2,971,-200,8.4,917,397,802,178,885,952,11.6,15.3,0.2086
2005-03-02,18:00:00,3.4,1148,-200,17.5,1226,579,624,207,1126,1460,9.1,19.2,0.2225
2005-03-02,19:00:00,5.1,1299,-200,23.3,1384,819,523,240,1325,1855,7.2,25.6,0.2611
2005-03-02,20:00:00,5.3,1315,-200,19,1269,754,551,236,1282,1860,6.1,34,0.3237
2005-03-02,21:00:00,2.8,1180,-200,11.1,1020,473,656,199,1054,1629,5.1,36.4,0.323
2005-03-02,22:00:00,1.6,1070,-200,6.2,821,300,754,170,936,1454,4.8,39.6,0.344
2005-03-02,23:00:00,1.4,1031,-200,5,763,235,818,153,905,1348,5,39.6,0.3479
2005-03-03,0:00:00,1.4,1047,-200,5.3,778,207,799,140,907,1326,4.1,41.7,0.3456
2005-03-03,1:00:00,1.4,1030,-200,4.2,724,204,832,138,893,1285,4.4,43.3,0.3656
2005-03-03,2:00:00,1.1,986,-200,3.5,682,155,875,117,884,1205,3.8,45.9,0.3728
2005-03-03,3:00:00,0.9,992,-200,3,655,-200,876,-200,887,1220,3.6,49.7,0.396
2005-03-03,4:00:00,1,1076,-200,4.1,715,179,783,119,947,1448,3.4,56.3,0.4455
2005-03-03,5:00:00,1,1104,-200,4,713,143,754,108,1001,1433,2.9,67.9,0.5183
2005-03-03,6:00:00,1.2,1160,-200,5.1,770,212,702,121,1063,1447,2.8,74.1,0.5618
2005-03-03,7:00:00,1.4,1217,-200,6.7,846,263,650,136,1120,1481,2.9,75.6,0.5742
2005-03-03,8:00:00,3,1457,-200,15.6,1167,648,496,175,1422,1785,3.8,72.4,0.5867
2005-03-03,9:00:00,4.2,1337,-200,17.1,1212,717,529,211,1406,1756,5.9,50.2,0.4706
2005-03-03,10:00:00,2.1,1111,-200,8.8,931,389,687,186,1069,1368,7.3,39.4,0.4035
2005-03-03,11:00:00,2,1165,-200,6.9,852,438,692,177,1155,1197,3.6,75.9,0.6055
2005-03-03,12:00:00,1.6,1129,-200,5.4,783,282,757,147,1127,1084,3.6,78.6,0.6283
2005-03-03,13:00:00,1.4,1092,-200,4.9,759,268,773,150,1088,1039,5.3,69.2,0.6213
2005-03-03,14:00:00,1.6,1096,-200,5.3,777,248,767,148,1107,961,6.1,66,0.6255
2005-03-03,15:00:00,1.5,1108,-200,5.4,783,272,758,151,1115,964,6,70.1,0.6577
2005-03-03,16:00:00,1.7,1124,-200,5.5,787,291,740,151,1147,941,6.3,72.1,0.6907
2005-03-03,17:00:00,1.9,1216,-200,7.5,879,363,670,165,1252,1111,6.3,75.7,0.7252
2005-03-03,18:00:00,3.8,1437,-200,16.7,1202,660,507,197,1510,1459,5.6,80.4,0.7382
2005-03-03,19:00:00,5.4,1473,-200,18.2,1245,907,476,228,1539,1519,4.9,82.4,0.7201
2005-03-03,20:00:00,4.2,1396,-200,15.5,1164,639,508,196,1488,1412,4.3,84,0.7051
2005-03-03,21:00:00,3.8,1285,-200,10.9,1013,574,568,192,1331,1336,4.3,83.6,0.7025
2005-03-03,22:00:00,2.3,1206,-200,8.7,928,373,621,161,1235,1285,4.6,82.5,0.7066
2005-03-03,23:00:00,2.1,1179,-200,7.3,868,330,664,156,1205,1240,4.4,82,0.6938
2005-03-04,0:00:00,2.3,1213,-200,7.5,877,336,654,158,1206,1282,4.3,80.9,0.6791
2005-03-04,1:00:00,2.3,1142,-200,6.8,849,347,680,154,1173,1189,4.1,81.2,0.6721
2005-03-04,2:00:00,1.7,1089,-200,4.7,750,241,765,138,1108,1117,3.9,80.9,0.6613
2005-03-04,3:00:00,1.2,982,-200,2.5,617,-200,891,-200,977,1024,4.5,70.6,0.6004
2005-03-04,4:00:00,0.6,888,-200,1.3,526,96,1134,92,912,744,4.5,65.1,0.5547
2005-03-04,5:00:00,0.9,979,-200,2.2,602,147,925,103,993,928,4,75.2,0.6161
2005-03-04,6:00:00,1.1,1023,-200,3.6,690,210,833,117,1049,1006,3.7,76.4,0.6164
2005-03-04,7:00:00,1.9,1153,-200,7.5,878,409,682,139,1180,1173,3.1,77.3,0.5985
2005-03-04,8:00:00,3.7,1393,-200,16.8,1204,719,506,167,1497,1568,3.7,74.4,0.5992
2005-03-04,9:00:00,6.1,1567,-200,28,1502,959,399,205,1848,1913,5,69.4,0.6118
2005-03-04,10:00:00,4.6,1334,-200,15.8,1174,744,524,216,1432,1643,6.5,60.9,0.5919
2005-03-04,11:00:00,3.3,1280,-200,15.5,1165,583,533,192,1435,1605,7.6,59.8,0.6245
2005-03-04,12:00:00,3.3,1330,-200,14.9,1145,597,537,188,1399,1668,8.6,57.6,0.6471
2005-03-04,13:00:00,3.4,1349,-200,16.4,1193,550,507,189,1493,1710,10.9,52.4,0.6826
2005-03-04,14:00:00,3.6,1349,-200,15.6,1167,499,515,192,1443,1632,12.3,48.3,0.6871
2005-03-04,15:00:00,3.9,1344,-200,16.1,1182,470,525,194,1411,1545,12.5,43.4,0.6298
2005-03-04,16:00:00,4.8,1337,-200,16.6,1198,568,521,217,1401,1557,11.9,42.3,0.5902
2005-03-04,17:00:00,3.9,1316,-200,15.9,1177,525,544,178,1392,1529,12.3,41.2,0.5867
2005-03-04,18:00:00,3.6,1253,-200,13.3,1094,481,575,183,1327,1430,10.8,48.1,0.6235
2005-03-04,19:00:00,3.6,1258,-200,14.9,1144,414,558,189,1336,1509,8.9,52.5,0.5996
2005-03-04,20:00:00,4.6,1326,-200,18.5,1253,565,514,225,1479,1615,8.4,54.7,0.6057
2005-03-04,21:00:00,2.3,1109,-200,7.9,896,303,710,175,1132,1242,7.5,58.7,0.6112
2005-03-04,22:00:00,1.6,1029,-200,5,762,221,820,153,1049,1065,6.9,60,0.5977
2005-03-04,23:00:00,1.8,1112,-200,6.5,833,260,759,156,1104,1180,6.6,61.3,0.5995
2005-03-05,0:00:00,2.2,1100,-200,6,810,327,768,172,1070,1158,6.3,59.8,0.5761
2005-03-05,1:00:00,2.1,1136,-200,6.8,849,344,715,164,1132,1216,5.4,65.8,0.5935
2005-03-05,2:00:00,1.7,1000,-200,4,712,270,848,157,989,971,5.8,59.6,0.5523
2005-03-05,3:00:00,1.5,1041,-200,4.4,732,-200,789,-200,1003,1076,4.9,62.6,0.5477
2005-03-05,4:00:00,-200,1009,-200,4,710,191,819,136,974,1011,4.4,63.9,0.5385
2005-03-05,5:00:00,1.1,975,-200,3.5,681,136,889,110,948,813,4.2,62.5,0.5191
2005-03-05,6:00:00,1.1,993,-200,4.3,727,194,810,128,989,1001,3.1,68.6,0.5302
2005-03-05,7:00:00,0.8,872,-200,2,587,168,1082,132,866,655,4.6,54.6,0.4682
2005-03-05,8:00:00,1.3,1017,-200,6.1,818,254,842,156,1034,933,5,54.5,0.4788
2005-03-05,9:00:00,2.3,1070,-200,8.7,928,410,701,185,1112,1088,7,48.1,0.4847
2005-03-05,10:00:00,1.1,915,-200,3.1,658,166,957,121,866,562,10,37.7,0.4643
2005-03-05,11:00:00,1.1,978,-200,5.2,772,162,870,117,955,586,13,30.3,0.452
2005-03-05,12:00:00,1.5,968,-200,5.3,777,188,830,133,929,617,14,28.1,0.4476
2005-03-05,13:00:00,1.6,1008,-200,6.7,843,199,787,136,998,705,13.3,28.9,0.4399
2005-03-05,14:00:00,2.2,1025,-200,8.3,913,272,724,162,1035,814,13.4,29,0.4436
2005-03-05,15:00:00,1.5,983,-200,5.9,806,180,820,132,966,615,13.5,28.3,0.4374
2005-03-05,16:00:00,1.8,1018,-200,7.3,868,255,751,162,1015,804,13,29.7,0.442
2005-03-05,17:00:00,2,1101,-200,8.4,916,251,721,159,1125,861,11.6,38.7,0.5271
2005-03-05,18:00:00,1.9,1116,-200,7.7,888,258,695,156,1176,980,8.6,56.3,0.6312
2005-03-05,19:00:00,2.5,1161,-200,9.1,945,344,654,177,1205,1077,8.5,57.9,0.6435
2005-03-05,20:00:00,2.6,1212,-200,10.9,1010,380,622,185,1284,1214,7.8,63.4,0.6735
2005-03-05,21:00:00,3.2,1225,-200,10.2,985,464,635,199,1255,1169,7.2,69.5,0.7084
2005-03-05,22:00:00,2.2,1154,-200,7.8,891,304,697,166,1197,1079,6.5,74.7,0.7248
2005-03-05,23:00:00,1.9,1140,-200,7,856,258,707,152,1171,1147,6.5,73.9,0.7224
2005-03-06,0:00:00,2.4,1201,-200,9.2,949,358,665,170,1220,1260,6.8,72.1,0.7143
2005-03-06,1:00:00,1.8,1011,-200,4.6,742,278,842,160,998,929,7,60,0.6055
2005-03-06,2:00:00,0.9,867,-200,2.1,590,116,1088,100,826,465,7.2,47.8,0.487
2005-03-06,3:00:00,0.8,856,-200,1.5,545,-200,1166,-200,803,398,7.2,47.3,0.483
2005-03-06,4:00:00,0.7,859,-200,1.3,527,60,1203,57,810,342,6.8,52.9,0.5245
2005-03-06,5:00:00,0.6,859,-200,0.8,479,51,1285,48,822,313,5.8,65,0.6029
2005-03-06,6:00:00,0.5,842,-200,0.6,454,33,1433,32,788,292,5.8,59.4,0.5502
2005-03-06,7:00:00,0.6,856,-200,1.1,505,80,1246,72,833,367,5.5,58.3,0.529
2005-03-06,8:00:00,0.6,867,-200,1,500,103,1219,86,818,387,5.9,54.8,0.5119
2005-03-06,9:00:00,0.7,877,-200,1.5,541,93,1148,79,829,399,7.3,48.7,0.5007
2005-03-06,10:00:00,0.7,869,-200,1.4,535,108,1162,87,783,376,9.4,39.9,0.4707
2005-03-06,11:00:00,0.9,900,-200,2,582,107,1081,85,792,377,11.2,33.8,0.449
2005-03-06,12:00:00,1,899,-200,2.3,603,122,1055,97,782,379,12.3,29.9,0.4255
2005-03-06,13:00:00,1,895,-200,2.6,624,122,1002,96,787,387,14.8,23.7,0.3945
2005-03-06,14:00:00,1.4,992,-200,6.7,844,156,830,113,990,552,13.1,26.6,0.399
2005-03-06,15:00:00,3,1104,-200,13.3,1095,246,609,163,1210,930,13.3,25.7,0.3914
2005-03-06,16:00:00,1.5,933,-200,4,711,205,912,146,850,554,12,27.7,0.3885
2005-03-06,17:00:00,1.7,973,-200,5.3,778,257,839,167,916,723,11.5,30.1,0.4067
2005-03-06,18:00:00,2.3,1069,-200,8.6,923,228,735,162,1036,875,10.1,33.2,0.4115
2005-03-06,19:00:00,2.5,1055,-200,6.2,821,321,797,194,942,949,8.6,38.1,0.4282
2005-03-06,20:00:00,2.1,1032,-200,5.3,778,270,834,185,926,869,8,41.2,0.4433
2005-03-06,21:00:00,1.5,982,-200,4.1,714,203,879,158,905,747,7.5,43.8,0.4551
2005-03-06,22:00:00,1.4,968,-200,3.5,680,201,918,156,891,740,6.8,46.9,0.465
2005-03-06,23:00:00,1.4,979,-200,4.1,718,207,883,157,903,807,6.1,46.3,0.4394
2005-03-07,0:00:00,1.4,935,-200,3.2,666,180,939,141,836,653,5.6,45.5,0.4187
2005-03-07,1:00:00,1.2,942,-200,3.2,666,140,960,116,848,553,5.4,48.8,0.4393
2005-03-07,2:00:00,0.9,883,-200,1.7,561,93,1080,84,785,412,5.1,51.2,0.4534
2005-03-07,3:00:00,0.6,841,-200,0.7,470,-200,1311,-200,708,289,5.3,51,0.4563
2005-03-07,4:00:00,0.4,843,-200,0.5,443,35,1490,34,730,262,5.2,57.2,0.5094
2005-03-07,5:00:00,0.4,872,-200,0.6,460,47,1359,45,755,288,4.5,63.1,0.5381
2005-03-07,6:00:00,0.5,862,-200,0.8,474,68,1312,59,753,310,5.2,54.5,0.486
2005-03-07,7:00:00,0.7,917,-200,1.7,562,131,1099,99,827,418,5.6,51.3,0.4712
2005-03-07,8:00:00,1.5,1022,-200,5.2,771,289,812,165,941,769,5.9,45.4,0.4244
2005-03-07,9:00:00,1.9,1022,-200,6.6,837,322,755,168,978,881,6.9,41.3,0.4145
2005-03-07,10:00:00,1.6,961,-200,5.5,789,330,839,169,910,816,8.6,34.2,0.3834
2005-03-07,11:00:00,1.4,912,-200,4.4,731,339,912,162,811,684,9.6,27.7,0.3308
2005-03-07,12:00:00,1.3,896,-200,4.4,731,316,911,155,799,627,10.6,25.3,0.3224
2005-03-07,13:00:00,1.3,890,-200,4.3,726,218,921,136,779,523,10.2,25.6,0.3181
2005-03-07,14:00:00,1.2,891,-200,4.5,740,177,919,124,788,502,10,25.2,0.3079
2005-03-07,15:00:00,1.3,894,-200,4.5,737,278,913,158,805,604,9.7,25.7,0.3088
2005-03-07,16:00:00,1.4,907,-200,4.8,753,313,886,167,819,682,9.7,26.8,0.3226
2005-03-07,17:00:00,1.7,973,-200,6.3,827,351,825,176,888,846,9.4,27.3,0.3216
2005-03-07,18:00:00,2.5,1035,-200,9.6,961,374,726,204,985,1027,7.9,28,0.2999
2005-03-07,19:00:00,3.8,1146,-200,15,1147,431,621,209,1148,1315,6.9,30.7,0.3066
2005-03-07,20:00:00,4.2,1176,-200,15.4,1162,468,600,224,1137,1363,6.1,33.3,0.3152
2005-03-07,21:00:00,2.8,1057,-200,8.9,935,368,720,211,982,1236,5,37.4,0.329
2005-03-07,22:00:00,1.5,974,-200,5,763,239,861,174,865,1076,4.2,40.9,0.3417
2005-03-07,23:00:00,1.8,1044,-200,6.5,834,292,781,181,924,1200,3.9,43.5,0.3538
2005-03-08,0:00:00,1.5,988,-200,4.4,734,205,860,157,868,1081,3,47.7,0.3658
2005-03-08,1:00:00,1.5,1016,-200,5.3,781,255,799,154,918,1174,2.5,52.1,0.3855
2005-03-08,2:00:00,1.2,929,-200,3.1,659,220,920,147,851,1033,2,53.5,0.3831
2005-03-08,3:00:00,0.8,876,-200,1.9,576,-200,1040,-200,815,900,1,56.7,0.3803
2005-03-08,4:00:00,-200,872,-200,1.7,558,114,1054,101,807,853,0.5,59.4,0.3841
2005-03-08,5:00:00,0.7,888,-200,1.9,574,153,1035,114,820,886,1.4,56.8,0.3903
2005-03-08,6:00:00,0.7,927,-200,2.8,638,224,949,134,846,949,0.9,58.4,0.388
2005-03-08,7:00:00,1.3,991,-200,5.5,786,295,817,144,931,1037,0.3,61,0.3881
2005-03-08,8:00:00,3.4,1317,-200,18.3,1247,667,558,182,1360,1571,0.9,59.1,0.3913
2005-03-08,9:00:00,5.5,1402,-200,26.3,1462,867,449,223,1599,1885,4.1,47.9,0.3959
2005-03-08,10:00:00,4.1,1222,-200,16.3,1188,666,554,219,1265,1683,7.7,34.6,0.3652
2005-03-08,11:00:00,3,1109,-200,12.3,1060,595,650,215,1091,1412,10.9,25.7,0.3341
2005-03-08,12:00:00,1.9,959,-200,7.4,875,421,797,191,864,1006,13.7,17.4,0.2715
2005-03-08,13:00:00,1.8,964,-200,8.1,902,292,780,162,882,855,14,16.8,0.2672
2005-03-08,14:00:00,2.1,1006,-200,10.8,1006,308,705,165,988,964,14.1,17,0.2729
2005-03-08,15:00:00,2.3,1002,-200,9.7,968,347,732,171,920,886,15,15.8,0.2678
2005-03-08,16:00:00,2.3,997,-200,9.9,975,377,739,164,926,947,16.5,14.9,0.2775
2005-03-08,17:00:00,2,1019,-200,9.6,964,325,729,168,957,984,15.8,16.7,0.2972
2005-03-08,18:00:00,3.1,1192,-200,16.5,1196,508,581,204,1222,1450,13.2,23.9,0.3597
2005-03-08,19:00:00,5.1,1399,-200,23.4,1387,768,487,242,1499,1837,11,33.8,0.4436
2005-03-08,20:00:00,5.9,1419,-200,24.2,1408,764,466,246,1531,1899,9.5,39,0.4644
2005-03-08,21:00:00,3.2,1250,-200,13.3,1094,500,600,215,1198,1629,8.5,42.4,0.4716
2005-03-08,22:00:00,2.4,1156,-200,8.4,916,463,687,206,1055,1490,7.5,44,0.4564
2005-03-08,23:00:00,1.4,1064,-200,5.4,783,258,785,167,954,1319,6.6,46,0.4505
2005-03-09,0:00:00,1.4,1066,-200,5.2,771,214,795,145,949,1247,5.5,49.6,0.4526
2005-03-09,1:00:00,1.3,1031,-200,4.6,741,191,821,133,927,1144,4.9,52.2,0.4567
2005-03-09,2:00:00,1,973,-200,3.2,663,154,889,117,887,1014,4.6,53.5,0.4584
2005-03-09,3:00:00,0.8,937,-200,2.2,600,-200,985,-200,873,885,4.7,53.1,0.4589
2005-03-09,4:00:00,0.8,930,-200,2.5,616,113,969,90,893,875,3.8,56.8,0.4614
2005-03-09,5:00:00,0.9,949,-200,2.8,640,167,902,112,909,971,2.3,63.5,0.463
2005-03-09,6:00:00,0.9,979,-200,3.9,707,235,851,120,959,1048,2,64.9,0.4657
2005-03-09,7:00:00,1.7,1094,-200,7.2,865,372,708,141,1061,1223,2,65.3,0.4688
2005-03-09,8:00:00,4.3,1450,-200,20.9,1322,877,490,190,1497,1756,3.3,61.6,0.4829
2005-03-09,9:00:00,6,1508,-200,27,1479,900,419,215,1685,2014,5.7,52.5,0.4851
2005-03-09,10:00:00,3.8,1374,-200,18.5,1255,733,504,215,1375,1855,8.3,43.5,0.4774
2005-03-09,11:00:00,3.3,1308,-200,14,1117,691,549,235,1261,1795,10.5,38.9,0.4926
2005-03-09,12:00:00,2.3,1249,-200,10.5,996,457,593,194,1198,1575,14.5,33.4,0.5488
2005-03-09,13:00:00,2.4,1282,-200,11.2,1023,369,573,159,1305,1461,15.7,34.6,0.6147
2005-03-09,14:00:00,2.2,1253,-200,10.3,988,285,589,123,1292,1314,16.1,36.3,0.6593
2005-03-09,15:00:00,1.9,1222,-200,8.6,924,279,612,121,1216,1147,17.3,34.5,0.6728
2005-03-09,16:00:00,1.7,1201,-200,7.6,882,198,638,102,1189,948,17.6,34.1,0.6781
